id,URL,Title,EnTitle,JpTitle,AltTitle,JpArtistName,AltArtistName,MAL URL,AnimeTitle,AnimeEnTitle,AnimeJpTitle,Season,Pic,Relation
12,https://open.spotify.com/track/50i3kTvePdWluWJpQC5AvM,Sakae In Action,,,,松本 晃彦; まつもと あきひこ,Matsumoto Akihiko,https://myanimelist.net/anime/5681/,Summer Wars,Summer Wars,サマーウォーズ,Summer 2009,https://cdn.myanimelist.net/images/anime/10/15796.jpg,OST
13,https://open.spotify.com/track/6xztrHFwHO67Uvl1ZOdbFk,Our sympathy,,,,あるふぁきゅん。,Alfakyun,https://myanimelist.net/anime/32878/,ēlDLIVE,elDLIVE,エルドライブ 【ēlDLIVE】,Winter 2017,https://cdn.myanimelist.net/images/anime/8/82348.jpg,OP1
14,https://open.spotify.com/track/7EKlQa8FkmMQpeZBaTPoWn,Season,,,,瀧川ありさ,Takigawa Alisa,https://myanimelist.net/anime/23755/,Nanatsu no Taizai,The Seven Deadly Sins,七つの大罪,Fall 2014,https://cdn.myanimelist.net/images/anime/8/65409.jpg,ED3
15,https://open.spotify.com/track/1CQixWcnuNxtfQJcnNlYr5,Refrain Boy,,,,オール・オフ,,https://myanimelist.net/anime/32182/,Mob Psycho 100,Mob Psycho 100,モブサイコ100,Summer 2016,https://cdn.myanimelist.net/images/anime/8/80356.jpg,ED1
16,https://open.spotify.com/track/4WofvMsOEXojShmMPmS2Qj,Burst the Gravity,,,,,,https://myanimelist.net/anime/11759/,Accel World,Accel World,アクセル・ワールド,Spring 2012,https://cdn.myanimelist.net/images/anime/8/38155.jpg,OP2
17,https://open.spotify.com/track/0co5bZKuMMrQSDB8cgICvN,Fight 4 Real,,,Fight for Real,,,https://myanimelist.net/anime/18277/,Strike the Blood,Strike the Blood,ストライク・ザ・ブラッド,Fall 2013,https://cdn.myanimelist.net/images/anime/5/56163.jpg,OP2
18,https://open.spotify.com/track/3G9EvCoB7OXict142I8vTQ,Kisetsu Wa Tsugitsugi Shindeiku,,,,アマザラシ; あまざらし,STAR ISSUE; weather beaten,https://myanimelist.net/anime/27899/,Tokyo Ghoul √A,Tokyo Ghoul √A,東京喰種√A,Winter 2015,https://cdn.myanimelist.net/images/anime/13/71777.jpg,ED1
19,https://open.spotify.com/track/6wZcefZGc6vrd3zLCQoOYe,Sora Ni Utaeba,,,,アマザラシ; あまざらし,STAR ISSUE; weather beaten,https://myanimelist.net/anime/33486/,Boku no Hero Academia 2nd Season,My Hero Academia 2,僕のヒーローアカデミア,Spring 2017,https://cdn.myanimelist.net/images/anime/12/85221.jpg,OP2
20,https://open.spotify.com/track/4HzfWzJ0f42zMqJNkAOm8g,Speed To Masatsu,,,,アマザラシ; あまざらし,STAR ISSUE; weather beaten,https://myanimelist.net/anime/28619/,Ranpo Kitan: Game of Laplace,Rampo Kitan: Game of Laplace,乱歩奇譚 Game of Laplace,Summer 2015,https://cdn.myanimelist.net/images/anime/5/79565.jpg,OP1
21,https://open.spotify.com/track/46cGxIkQXsx3rTZtixOfy3,Gensou Drive,,,,和島あみ,Wajima Ami,https://myanimelist.net/anime/32438/,Mayoiga,The Lost Village,迷家-マヨイガ-,Spring 2016,https://cdn.myanimelist.net/images/anime/4/79413.jpg,OP1
22,https://open.spotify.com/track/7AtWRj2suuwsL6IFAJrxCm,Eien Loop,,,,和島あみ,Wajima Ami,https://myanimelist.net/anime/32245/,Kuromukuro,Kuromukuro,クロムクロ,Spring 2016,https://cdn.myanimelist.net/images/anime/12/82281.jpg,ED3
23,https://open.spotify.com/track/12F5qm1m5MFMwt6rMlX7Na,Shidonia,,,,アンジェラ,,https://myanimelist.net/anime/19775/,Sidonia no Kishi,Knights of Sidonia,シドニアの騎士,Spring 2014,https://cdn.myanimelist.net/images/anime/12/53257.jpg,OP1
24,https://open.spotify.com/track/6bIEhGQpbKqHN7yh0dM5Db,Kishi Koushinkyoku,,,,アンジェラ,,https://myanimelist.net/anime/19775/,Sidonia no Kishi,Knights of Sidonia,シドニアの騎士,Spring 2014,https://cdn.myanimelist.net/images/anime/12/53257.jpg,OP2
25,https://open.spotify.com/track/1LmFiMX3pMew2v6J7A6Nky,Kings,,,,アンジェラ,,https://myanimelist.net/anime/14467/,K,K,K,Fall 2012,https://cdn.myanimelist.net/images/anime/3/47607.jpg,OP1
26,https://open.spotify.com/track/3aSdgOVm6hRvLCP2r3MVGO,Zenryoku Summer,,,,アンジェラ,,https://myanimelist.net/anime/34881/,Aho Girl,AHO-GIRL,アホガール,Summer 2017,https://cdn.myanimelist.net/images/anime/7/86665.jpg,OP1
27,https://open.spotify.com/track/582palSdTknD5QQ8bULnm0,Tsumetai Heya Hitori,,,,アンジェラ,,https://myanimelist.net/anime/14467/,K,K,K,Fall 2012,https://cdn.myanimelist.net/images/anime/3/47607.jpg,ED1
28,https://open.spotify.com/track/30ke7e5JdE3TRCL0iYLaut,Shangri-La,,,Shangri La; Shangrila,アンジェラ,,https://myanimelist.net/anime/75/,Soukyuu no Fafner: Dead Aggressor,Fafner of the Blue Sky,蒼穹のファフナーDead Aggressor,Summer 2004,https://cdn.myanimelist.net/images/anime/3/50365.jpg,OP1
29,https://open.spotify.com/track/5Qh169nUZnO2yvtDxBYqQq,Exist,,,,アンジェラ,,https://myanimelist.net/anime/17080/,Soukyuu no Fafner: Dead Aggressor - Exodus,,蒼穹のファフナー Dead Aggressor EXODUS,Winter 2015,https://cdn.myanimelist.net/images/anime/5/68565.jpg,OP1
30,https://open.spotify.com/track/5iY8UzoptY6mHuSzpZy68p,Kizuna,,,,アンジェラ,,https://myanimelist.net/anime/27991/,K: Return of Kings,K: Return of Kings,K RETURN OF KINGS,Fall 2015,https://cdn.myanimelist.net/images/anime/6/76198.jpg,ED2
31,https://open.spotify.com/track/17MzBtPIczTlx0M6BxXlAZ,Dead or Alive,,,,アンジェラ,,https://myanimelist.net/anime/30549/,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,,蒼穹のファフナー Dead Aggressor EXODUS,Fall 2015,https://cdn.myanimelist.net/images/anime/7/76538.jpg,OP2
32,https://open.spotify.com/track/3ZvPUS9AV0aetw5YwlxMT3,Boku ha Boku de Atte,,,,アンジェラ; フリップサイド,,https://myanimelist.net/anime/33253/,Ajin 2nd Season,,亜人 第2クール,Fall 2016,https://cdn.myanimelist.net/images/anime/12/81858.jpg,OP1
33,https://open.spotify.com/track/029G4O2d9hUFn3GhqjKtRT,Kara no Kokoro,,カラノココロ,Karano Kokoro,アンリィ,,https://myanimelist.net/anime/1735/,Naruto: Shippuuden,Naruto: Shippuden,ナルト- 疾風伝,Winter 2007,https://cdn.myanimelist.net/images/anime/5/17407.jpg,OP20
34,https://open.spotify.com/track/5DwrAO4yCKqjtHxo8W19l0,Another World,,,,"A応P; アニメ""勝手に""応援プロジェクト","Anime ""Katte ni"" Ouen Project",https://myanimelist.net/anime/35203/,Isekai wa Smartphone to Tomo ni.,In Another World With My Smartphone,異世界はスマートフォンとともに。,Summer 2017,https://cdn.myanimelist.net/images/anime/7/86794.jpg,OP1
35,https://open.spotify.com/track/7foHTxxwHelnKe2cIuVBEW,Hanamaru Pippi Wa Yoiko Dake,,,,"A応P; アニメ""勝手に""応援プロジェクト","Anime ""Katte ni"" Ouen Project",https://myanimelist.net/anime/31174/,Osomatsu-san,Mr. Osomatsu,おそ松さん,Fall 2015,https://cdn.myanimelist.net/images/anime/7/76540.jpg,OP1
36,https://open.spotify.com/track/7er2K4oA50QLZsBCKf2xR9,Zenryoku Batankyu,,,,"A応P; アニメ""勝手に""応援プロジェクト","Anime ""Katte ni"" Ouen Project",https://myanimelist.net/anime/31174/,Osomatsu-san,Mr. Osomatsu,おそ松さん,Fall 2015,https://cdn.myanimelist.net/images/anime/7/76540.jpg,OP2
37,https://open.spotify.com/track/66li5Ha3FZuJylNx3Xrur5,Koe,,,,大倉 明日香 Ōkura Asuka; Asuka Ōkura,Asuka Okura,https://myanimelist.net/anime/34662/,Fate/Apocrypha,,Fate/Apocrypha,Summer 2017,https://cdn.myanimelist.net/images/anime/9/86573.jpg,ED2
38,https://open.spotify.com/track/3bo6XgGWgo7VAHsN12LnOX,Haruka Kanata,,,,アジアン・カンフー・ジェネレーション; Ajian Kanfū Jenerēshon,ASIAN KUNG FU GENERATION,https://myanimelist.net/anime/20/,Naruto,Naruto,ナルト,Fall 2002,https://cdn.myanimelist.net/images/anime/13/17405.jpg,OP2
39,https://open.spotify.com/track/3xQBvKxm8mdy9OBLiJDcwB,Blood Circulator,,,,アジアン・カンフー・ジェネレーション; Ajian Kanfū Jenerēshon,ASIAN KUNG FU GENERATION,https://myanimelist.net/anime/1735/,Naruto: Shippuuden,Naruto: Shippuden,ナルト- 疾風伝,Winter 2007,https://cdn.myanimelist.net/images/anime/5/17407.jpg,OP19
40,https://open.spotify.com/track/3rb5K4Cw0GsLsgjcSYAP9K,Rewrite,,,,アジアン・カンフー・ジェネレーション; Ajian Kanfū Jenerēshon,ASIAN KUNG FU GENERATION,https://myanimelist.net/anime/121/,Fullmetal Alchemist,Fullmetal Alchemist,鋼の錬金術師,Fall 2003,https://cdn.myanimelist.net/images/anime/10/75815.jpg,OP4
41,https://open.spotify.com/track/4L6XKAlox2z7qhmit186uP,Re:Re: (2016 Rerecorded),,,Re: Re:; ReRe; Re Re,アジアン・カンフー・ジェネレーション; Ajian Kanfū Jenerēshon,ASIAN KUNG FU GENERATION,https://myanimelist.net/anime/31043/,Boku dake ga Inai Machi,ERASED,僕だけがいない街,Winter 2016,https://cdn.myanimelist.net/images/anime/10/77957.jpg,ED1
42,https://open.spotify.com/track/07flrlsqUXm33fLyeIv7sq,A Lost Dog and Beats of the Rain,,,,アジアン・カンフー・ジェネレーション; Ajian Kanfū Jenerēshon,ASIAN KUNG FU GENERATION,https://myanimelist.net/anime/7785/,Yojouhan Shinwa Taikei,The Tatami Galaxy,四畳半神話大系,Spring 2010,https://cdn.myanimelist.net/images/anime/10/50457.jpg,OP1
43,https://open.spotify.com/track/6C6a3ihk8gN9c6Do3ADJos,Hankouseimei,,,,あゆみくりかまき,,https://myanimelist.net/anime/35843/,Gintama.: Porori-hen,Gintama.: Slip Arc,銀魂。ポロリ編,Fall 2017,https://cdn.myanimelist.net/images/anime/11/88325.jpg,ED1
44,https://open.spotify.com/track/5QSt0jnVuPdQsC9plgW3lz,Strike Back,,,,バックオン,,https://myanimelist.net/anime/22043/,Fairy Tail (2014),Fairy Tail Series 2,FAIRY TAIL（フェアリーテイル）,Spring 2014,https://cdn.myanimelist.net/images/anime/3/60551.jpg,OP2
45,https://open.spotify.com/track/4c54eOtyzV55BsLo2mUwyd,Chain,,,,バックオン,,https://myanimelist.net/anime/857/,Air Gear,Air Gear,エア・ギア,Spring 2006,https://cdn.myanimelist.net/images/anime/11/18227.jpg,OP1
46,https://open.spotify.com/track/4deAcev969KEs1YrSgnhmS,Wimp,,,,バックオン; リル・ファング,Lil Fang,https://myanimelist.net/anime/19319/,Gundam Build Fighters,Gundam Build Fighters,ガンダムビルドファイターズ,Fall 2013,https://cdn.myanimelist.net/images/anime/7/51815.jpg,OP2
47,https://open.spotify.com/track/1MjPkI6wzEzNJKcnXGYtcm,Stairway Generation,,,,ベースボールベアー,BBB; Bebobe,https://myanimelist.net/anime/918/,Gintama,Gintama,銀魂,Spring 2006,https://cdn.myanimelist.net/images/anime/10/73274.jpg,OP7
48,https://open.spotify.com/track/5B8Avqfu6PmDjZhFldVLYQ,White,,,,,,https://myanimelist.net/anime/34825/,Keppeki Danshi! Aoyama-kun,Clean Freak! Aoyama-kun,潔癖男子！青山くん,Summer 2017,https://cdn.myanimelist.net/images/anime/9/86644.jpg,OP1
49,https://open.spotify.com/track/5Qd85BIzOMgeEZvEuhRSWW,Bon Appétit♡S,,,Bon Appetit; Bonappetit,ブレンド • A; Burendo A,Blend Ace; Blend-A,https://myanimelist.net/anime/34618/,Blend S,BLEND-S,ブレンド・S,Fall 2017,https://cdn.myanimelist.net/images/anime/6/88286.jpg,OP1
50,https://open.spotify.com/track/3lkE110ALuqH3ciBGf7d1R,Survivor,,,,ブルー・エンカウント,BLUEN,https://myanimelist.net/anime/31251/,Mobile Suit Gundam: Iron-Blooded Orphans,Mobile Suit Gundam: Iron-Blooded Orphans,機動戦士ガンダム 鉄血のオルフェンズ,Fall 2015,https://cdn.myanimelist.net/images/anime/6/75879.jpg,OP2
51,https://open.spotify.com/track/3Hg898AnfapEcgRwa4PT9L,Masayume Chasing,,,,권보아,Kwon Bo-ah,https://myanimelist.net/anime/22043/,Fairy Tail (2014),Fairy Tail Series 2,FAIRY TAIL（フェアリーテイル）,Spring 2014,https://cdn.myanimelist.net/images/anime/3/60551.jpg,ED9
52,https://open.spotify.com/track/13BsjsiCIKWOiFZzT0GZ7K,Every Heart,,,,권보아,Kwon Bo-ah,https://myanimelist.net/anime/249/,InuYasha,InuYasha,犬夜叉,Fall 2000,https://cdn.myanimelist.net/images/anime/1589/95329.jpg,ED4
53,https://open.spotify.com/track/2urm0Jwd3BFhFD9lATn0b9,Asayake to Nettaigyo,,,,ぼくのりりっくのぼうよみ; Boku no Ririkku no Bōyomi,Boku no Lyric no Boyomi; Reading My Lyrics Monotone,https://myanimelist.net/anime/36548/,Kokkoku,Kokkoku,刻刻,Winter 2018,https://cdn.myanimelist.net/images/anime/8/89987.jpg,ED1
54,https://open.spotify.com/track/180Yr3GLZKT5tlGEoZBQZa,Shut Up and Explode,,,,ブンブンサテライツ; Bun Bun Sateraitsu,,https://myanimelist.net/anime/4177/,Bounen no Xamdou,Xam'd: Lost Memories,亡念のザムド,Summer 2008,https://cdn.myanimelist.net/images/anime/2/23189.jpg,OP1
55,https://open.spotify.com/track/1PN0dCTvqj8RwrdvahybC8,Lay Your Hands on Me,,,,ブンブンサテライツ; Bun Bun Sateraitsu,,https://myanimelist.net/anime/31798/,Kiznaiver,Kiznaiver,キズナイーバー,Spring 2016,https://cdn.myanimelist.net/images/anime/6/78466.jpg,OP1
56,https://open.spotify.com/track/6VBQ4DF4fwPJNA96RbMQWT,Flyers,,,,ブラディオ,Break the Rule And Do Image On,https://myanimelist.net/anime/28223/,Death Parade,Death Parade,デス・パレード,Winter 2015,https://cdn.myanimelist.net/images/anime/5/71553.jpg,OP1
57,https://open.spotify.com/track/5MseZw249M7toEhrTFfRsr,Emotional Literacy,,,,ブラディオ,Break the Rule And Do Image On,https://myanimelist.net/anime/28223/,Death Parade,Death Parade,デス・パレード,Winter 2015,https://cdn.myanimelist.net/images/anime/5/71553.jpg,OST
58,https://open.spotify.com/track/7tpBrZNeelzpUFAwLmhgNl,Heroes,,,,ブライアンザサン,,https://myanimelist.net/anime/31964/,Boku no Hero Academia,My Hero Academia,僕のヒーローアカデミア,Spring 2016,https://cdn.myanimelist.net/images/anime/10/78745.jpg,ED1
59,https://open.spotify.com/track/5EHtUEFJ9trrc3cNNfBfJj,Hikariare,,,,バーンアウト シンドロームズ,,https://myanimelist.net/anime/32935/,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,Fall 2016,https://cdn.myanimelist.net/images/anime/7/81992.jpg,OP1
60,https://open.spotify.com/track/1y3Ml1b1c4v3ZdpbWLKD1F,Fly High!!,,,,バーンアウト シンドロームズ,,https://myanimelist.net/anime/28891/,Haikyuu!! Second Season,Haikyu!! 2nd Season,ハイキュー!! セカンドシーズン,Fall 2015,https://cdn.myanimelist.net/images/anime/9/76662.jpg,OP2
61,https://open.spotify.com/track/2gjS4IldZTcJOntzMW6oh8,Sekai Wa Koi Ni Ochiteiru,,,,ハニーワークス; Haniiwaakusu,Haniwa,https://myanimelist.net/anime/21995/,Ao Haru Ride,Blue Spring Ride,アオハライド,Summer 2014,https://cdn.myanimelist.net/images/anime/8/64813.jpg,OP1
62,https://open.spotify.com/track/3EfNDAXf9D16g7fv2aRkrs,Ai No Scenario,,,,ハニーワークス; Haniiwaakusu,Haniwa,https://myanimelist.net/anime/25517/,Magic Kaito 1412,,まじっく快斗1412,Fall 2014,https://cdn.myanimelist.net/images/anime/3/67807.jpg,OP2
63,https://open.spotify.com/track/14Rof6qcrWUNGev18nnc3A,Kyomo Sakuramau Akatsukini,,,,ハニーワークス; Haniiwaakusu,Haniwa,https://myanimelist.net/anime/34096/,Gintama.,Gintama Season 5,銀魂。,Winter 2017,https://cdn.myanimelist.net/images/anime/3/83528.jpg,OP1R
64,https://open.spotify.com/track/6hUQcGznld9GAqA59o5guX,~Yakusoku No Hi~,,,Yakusoku No Hi,米倉 千尋,Yonekura Chihiro,https://myanimelist.net/anime/6702/,Fairy Tail,Fairy Tail,FAIRY TAIL（フェアリーテイル）,Fall 2009,https://cdn.myanimelist.net/images/anime/5/18179.jpg,OP14
65,https://open.spotify.com/track/4FyJ3flhzsUfwM3B4p3WOP,Hitorigoto,,,,クラリス; Kurarisu,,https://myanimelist.net/anime/32901/,Eromanga-sensei,Eromanga Sensei,エロマンガ先生,Spring 2017,https://cdn.myanimelist.net/images/anime/2/86468.jpg,OP1
66,https://open.spotify.com/track/6gWMHuuvV1c63JHZHft8zA,Gravity,,,,クラリス; Kurarisu,,https://myanimelist.net/anime/32360/,Qualidea Code,,クオリディア・コード,Summer 2016,https://cdn.myanimelist.net/images/anime/6/80823.jpg,ED1
67,https://open.spotify.com/track/2iYL1ecHzwZsvvnPduIXb6,Click,,,,クラリス; Kurarisu,,https://myanimelist.net/anime/18897/,Nisekoi,Nisekoi: False Love,ニセコイ,Winter 2014,https://cdn.myanimelist.net/images/anime/13/75587.jpg,OP1
68,https://open.spotify.com/track/49u6NxoLP5S6kfTYLmUfkQ,Asphyxia,,,,コシュニエ,Co Shu Nie; Coshunie,https://myanimelist.net/anime/36511/,Tokyo Ghoul:re,Tokyo Ghoul:re,東京喰種トーキョーグール：re,Spring 2018,https://cdn.myanimelist.net/images/anime/1063/95086.jpg,OP1
69,https://open.spotify.com/track/1FzfflDA3gVic9iN8yPeo3,Bloody Stream,,,,小田和奏; Kazusō Oda; Oda Kazusō,Oda Kazuso; Kazuso Oda,https://myanimelist.net/anime/14719/,JoJo no Kimyou na Bouken (TV),JoJo's Bizarre Adventure,ジョジョの奇妙な冒険,Fall 2012,https://cdn.myanimelist.net/images/anime/3/40409.jpg,OP2
70,https://open.spotify.com/track/59YO01pMIKH0v4S34zz0bC,Undo -8years later-,,,,クール ジョーク,,https://myanimelist.net/anime/121/,Fullmetal Alchemist,Fullmetal Alchemist,鋼の錬金術師,Fall 2003,https://cdn.myanimelist.net/images/anime/10/75815.jpg,OP3
71,https://open.spotify.com/track/2bS0SnyEGJli9ukuQ3OBYs,LAYon-theLINE,,,Lay on the Line,ディーセレクションズとは,,https://myanimelist.net/anime/34933/,Kakegurui,Kakegurui: Compulsive Gambler,賭ケグルイ,Summer 2017,https://cdn.myanimelist.net/images/anime/3/86578.jpg,ED1
72,https://open.spotify.com/track/4276dbfgMXOJDVot3TyA7o,Bloodred,,,Blood Red,ディーセレクションズとは,,https://myanimelist.net/anime/31338/,Hundred,Hundred,ハンドレッド,Spring 2016,https://cdn.myanimelist.net/images/anime/3/78858.jpg,OP1
73,https://open.spotify.com/track/2HXIVcFlCH1jmQK8o94eah,Evidence,,,,デイジーデイジー,Daisy Daisy; DaisyxDaisy; Daisy x Daisy,https://myanimelist.net/anime/6702/,Fairy Tail,Fairy Tail,FAIRY TAIL（フェアリーテイル）,Fall 2009,https://cdn.myanimelist.net/images/anime/5/18179.jpg,OP7
74,https://open.spotify.com/track/4n0WPLiIiWn9HGGXijWpxu,HOLY SHINE,,,,デイジーデイジー,Daisy Daisy; DaisyxDaisy; Daisy x Daisy,https://myanimelist.net/anime/6702/,Fairy Tail,Fairy Tail,FAIRY TAIL（フェアリーテイル）,Fall 2009,https://cdn.myanimelist.net/images/anime/5/18179.jpg,ED5
75,https://open.spotify.com/track/0J6u6U7c4GLOOmVvdpEHgR,monochrome,,,,ダンドル,DanDoll,https://myanimelist.net/anime/21507/,Soul Eater NOT!,,ソウルイーターノット！,Spring 2014,https://cdn.myanimelist.net/images/anime/8/61889.jpg,OP1
76,https://open.spotify.com/track/7eIthkKvLLeGc9FfxRdOjt,Haikei Goodbye Sayonara,,,,だをこ; ダヲコ,,https://myanimelist.net/anime/30736/,Shingeki no Bahamut: Virgin Soul,Rage of Bahamut: Virgin Soul,神撃のバハムート VIRGIN SOUL,Spring 2017,https://cdn.myanimelist.net/images/anime/13/85564.jpg,ED1
77,https://open.spotify.com/track/7pcTLUekZJQnzDOUDuExVJ,Uchiage Hanabi,,,,だをこ; ダヲコ; 米津 玄師,Yonezu Kenshi,https://myanimelist.net/anime/34498/,Uchiage Hanabi; Shita kara Miru ka? Yoko kara Miru ka?,Fireworks; Should We See It from the Side or the Bottom?,打ち上げ花火、下から見るか？横から見るか？,Summer 2017,https://cdn.myanimelist.net/images/anime/10/86521.jpg,ED1
78,https://open.spotify.com/track/2qdkg8NGkGhukt8UQcVYci,Step Up LOVE,,ステップアップLOVE,,だをこ; ダヲコ; 岡村靖幸,Okamura Yasuyuki,https://myanimelist.net/anime/34451/,Kekkai Sensen & Beyond,Blood Blockade Battlefront & Beyond,血界戦線 & BEYOND,Fall 2017,https://cdn.myanimelist.net/images/anime/3/88282.jpg,ED1
79,https://open.spotify.com/track/3QjIdDDKoZRyfWDKZC4Ayb,History Maker,,,,ディーン・フジオカ; Dīn Fujioka; 藤岡 竜雄,Fujioka Dean; Tatsuo Fujioka; Fujioka Tatsuo,https://myanimelist.net/anime/32995/,Yuri!!! on Ice,Yuri!!! On ICE,ユーリ!!! on ICE,Fall 2016,https://cdn.myanimelist.net/images/anime/6/81149.jpg,OP1
80,https://open.spotify.com/track/1OWkxXIoqLbGCZ5gMYow3x,Sai Ψ Sai Kouchou,,最Ψ最好調,Sai Psi Sai Kouchou,でんぱ組.inc,Denpagumi Inku,https://myanimelist.net/anime/33255/,Saiki Kusuo no Ψ-nan,The Disastrous Life of Saiki K.,斉木楠雄のΨ難,Summer 2016,https://cdn.myanimelist.net/images/anime/11/80167.jpg,OP2
81,https://open.spotify.com/track/4lYBePQ9GrpuOmNB3QhSmm,Man Human,,,,電気グルーヴ; Denki Gurūvu,Electric Groove,https://myanimelist.net/anime/35120/,Devilman: Crybaby,Devilman: Crybaby,DEVILMAN crybaby,Winter 2018,https://cdn.myanimelist.net/images/anime/2/89973.jpg,OP1
82,https://open.spotify.com/track/1hugUGMKzBjl1EngtaZZVb,Mysterious Magic,,,,ドゥ・アズ・ インフィニティ,,https://myanimelist.net/anime/22043/,Fairy Tail (2014),Fairy Tail Series 2,FAIRY TAIL（フェアリーテイル）,Spring 2014,https://cdn.myanimelist.net/images/anime/3/60551.jpg,OP3
83,https://open.spotify.com/track/0TKtEyUOpH8RanuLIRsiUC,Keshin no Kemono,,化身の獣,,ドゥ・アズ・ インフィニティ,,https://myanimelist.net/anime/35076/,Juuni Taisen,Juni Taisen: Zodiac War,十二大戦,Fall 2017,https://cdn.myanimelist.net/images/anime/5/87684.jpg,ED1
84,https://open.spotify.com/track/4CJ26SxSM7mric4qBfzigk,Namae No Nai Kaibutsu,,,,エゴイスト,,https://myanimelist.net/anime/13601/,Psycho-Pass,Psycho-Pass,サイコパス,Fall 2012,https://cdn.myanimelist.net/images/anime/5/43399.jpg,ED1
85,https://open.spotify.com/track/0FvXOXZXcdOQTqgFPheiAb,Eiyu Unmei No Uta,,,,エゴイスト,,https://myanimelist.net/anime/34662/,Fate/Apocrypha,,Fate/Apocrypha,Summer 2017,https://cdn.myanimelist.net/images/anime/9/86573.jpg,OP1
86,https://open.spotify.com/track/7jl93Cjx9RDSN4wRSLspti,Planetes,,,,エゴイスト,,https://myanimelist.net/anime/13411/,Guilty Crown: Lost Christmas - An Episode of Port Town,Guilty Crown: Lost Christmas,ギルティクラウン ロストクリスマス an episode of port town,Summer 2012,https://cdn.myanimelist.net/images/anime/7/80010.jpg,ED1
